Freq,Input,Output (word/lemma),"human
checked",Alt,Ordered,Auto ,conflict,L pinky,L ring,L middle,L index,LT1,LT2,RT1,RT2,R index,R middle,R ring ,R pinky,1st,2nd,3rd,,,,,,,,,,,,,,,,,
769,e+v+g+a,average,FALSE,,,evga,0,,,,e,v,g,,,a,,,,a,v,e,,e,v,g,a,,,,,+,,,,,,Keep,average
770,o+e+d+n,done,FALSE,,,oedn,0,,,o,e,,,d,,,n,,,d,o,n,,o,e,d,n,,,,,+,,,,,,Remove,FALSE
771,i+e+c+h+t+l,technical,FALSE,,,iechtl,0,,,i,e,c,,h,,t,l,,,t,e,c,,i,e,c,h,t,l,,,+,,,,,,Keep,technical
772,i+w+d+n,window,FALSE,,,iwdn,0,,,i,,,w,d,,,n,,,w,i,n,,i,w,d,n,,,,,+,,,,,,Keep,window
773,r+c+f+a+n,france,FALSE,,,rcfan,0,,,,r,c,,f,,a,n,,,f,r,a,,r,c,f,a,n,,,,+,,,,,,Keep,france
774,o+r+p,pro,FALSE,,,orp,0,,,o,r,,,p,,,,,,p,r,o,,o,r,p,,,,,,+,,,,,,Remove,FALSE
775,i+r+g+n,region,FALSE,,,irgn,0,,,i,r,,g,,,,n,,,r,e,g,,i,r,g,n,,,,,+,,,,,,Keep,region
776,i+d+a+l+s,island,FALSE,,,idals,1,,,i,,,,d,,a,l,s,,i,s,l,,i,d,a,l,s,,,,+,,,,,,Keep,island
777,o+r+c+d,record,FALSE,,,orcd,0,,,o,r,c,,d,,,,,,r,e,c,,o,r,c,d,,,,,+,,,,,,Keep,record
778,i+r+c+d+t,direct,FALSE,,,ircdt,2,,,i,r,c,,d,,t,,,,d,i,r,,i,r,c,d,t,,,,+,,,,,,Keep,direct
779,i+r+m+f+t+s,microsoft,FALSE,,,irmfts,0,,,i,r,m,,f,,t,,s,,m,i,c,,i,r,m,f,t,s,,,+,,,,,,Keep,microsoft
780,o+r+c+f+n,conference,FALSE,,,orcfn,0,,,o,r,c,,f,,,n,,,c,o,n,,o,r,c,f,n,,,,+,,,,,,Keep,conference
781,i+e+v+t+n,environment,FALSE,,,ievtn,0,,,i,e,v,,,,t,n,,,e,n,v,,i,e,v,t,n,,,,+,,,,,,Keep,environment
782,o+r+c+d+s,records,FALSE,,,orcds,0,,,o,r,c,,d,,,,s,,r,e,c,,o,r,c,d,s,,,,+,,,,,,Keep,records
783,t+s,st,FALSE,,,ts,0,,,,,,,,,t,,s,,s,t,,,t,s,,,,,,,+,,,,,,Remove,FALSE
784,i+r+c+d+t+s,district,FALSE,,,ircdts,0,,,i,r,c,,d,,t,,s,,d,i,s,,i,r,c,d,t,s,,,+,,,,,,Keep,district
785,r+c+d+a+l,calendar,FALSE,,,rcdal,0,,,,r,c,,d,,a,l,,,c,a,l,,r,c,d,a,l,,,,+,,,,,,Keep,calendar
786,o+c+t+s,costs,FALSE,,,octs,1,,,o,,c,,,,t,,s,,c,o,s,,o,c,t,s,,,,,+,,,,,,Keep,costs
787,e+t+l+s,style,FALSE,,,etls,0,,,,e,,,,,t,l,s,,s,t,y,,e,t,l,s,,,,,+,,,,,,Keep,style
788,u+r+l,url,FALSE,,,url,0,,u,,r,,,,,,l,,,u,r,l,,u,r,l,,,,,,+,,,,,,Remove,FALSE
789,o+r+f+t+n,front,FALSE,,,orftn,0,,,o,r,,,f,,t,n,,,f,r,o,,o,r,f,t,n,,,,+,,,,,,Keep,front
790,e+m+t+n+s,statement,FALSE,,,emtns,0,,,,e,m,,,,t,n,s,,s,t,a,,e,m,t,n,s,,,,+,,,,,,Keep,statement
791,u+e+p+a,update,FALSE,,,uepa,1,,u,,e,,,p,,a,,,,u,p,d,,u,e,p,a,,,,,+,,,,,,Keep,update
793,r+p+a+s,parts,FALSE,,,rpas,0,,,,r,,,p,,a,,s,,p,a,r,,r,p,a,s,,,,,+,,,,,,Keep,parts
794,u+g+a,aug,FALSE,,,uga,0,,u,,,,g,,,a,,,,a,u,g,,u,g,a,,,,,,+,,,,,,Remove,FALSE
795,e+v,ever,FALSE,,,ev,0,,,,e,v,,,,,,,,e,v,e,,e,v,,,,,,,+,,,,,,Remove,FALSE
796,e+a+l+y,early,FALSE,,,ealy,0,,,,e,,,,,a,l,y,,e,a,r,,e,a,l,y,,,,,+,,,,,,Keep,early
797,i+e+m+l+s,miles,FALSE,,,iemls,0,,,i,e,m,,,,,l,s,,m,i,l,,i,e,m,l,s,,,,+,,,,,,Keep,miles
798,u+o+d+n+s,sound,FALSE,,,uodns,0,,u,o,,,,d,,,n,s,,s,o,u,,u,o,d,n,s,,,,+,,,,,,Keep,sound
799,u+o+r+c+s,resource,FALSE,,,uorcs,3,,u,o,r,c,,,,,,s,,r,e,s,,u,o,r,c,s,,,,+,,,,,,Keep,resource
800,r+p+t+n+s,present,FALSE,,,rptns,0,,,,r,,,p,,t,n,s,,p,r,e,,r,p,t,n,s,,,,+,,,,,,Keep,present
801,i+c+p+a+l+s,applications,FALSE,,,icpals,0,,,i,,c,,p,,a,l,s,,a,p,p,,i,c,p,a,l,s,,,+,,,,,,Keep,applications
802,i+e+h+t,either,FALSE,,,ieht,1,,,i,e,,,h,,t,,,,e,i,t,,i,e,h,t,,,,,+,,,,,,Keep,either
803,o+g+a,ago,FALSE,,,oga,0,,,o,,,g,,,a,,,,a,g,o,,o,g,a,,,,,,+,,,,,,Remove,FALSE
804,u+o+e+c+d+t+n,document,FALSE,,,uoecdtn,0,,u,o,e,c,,d,,t,n,,,d,o,c,,u,o,e,c,d,t,n,,+,,,,,,Keep,document
805,o+r+w+d,word,FALSE,,,orwd,0,,,o,r,,w,d,,,,,,w,o,r,,o,r,w,d,,,,,+,,,,,,Remove,FALSE
806,i+r+m+a+l,material,FALSE,,,irmal,0,,,i,r,m,,,,a,l,,,m,a,t,,i,r,m,a,l,,,,+,,,,,,Keep,material
807,i+b+l,bill,FALSE,,,ibl,0,,,i,,,,,b,,l,,,b,i,l,,i,b,l,,,,,,+,,,,,,Remove,FALSE
808,r+p+a,apr,FALSE,,,rpa,2,,,,r,,,p,,a,,,,a,p,r,,r,p,a,,,,,,+,,,,,,Remove,FALSE
809,i+r+w+t+n,written,FALSE,,,irwtn,0,,,i,r,,w,,,t,n,,,w,r,i,,i,r,w,t,n,,,,+,,,,,,Keep,written
810,k+t+l,talk,FALSE,,,ktl,0,,,,,k,,,,t,l,,,t,a,l,,k,t,l,,,,,,+,,,,,,Remove,FALSE
811,e+f+a+l,federal,FALSE,,,efal,0,,,,e,,,f,,a,l,,,f,e,d,,e,f,a,l,,,,,+,,,,,,Keep,federal
812,u+r+l+s,rules,FALSE,,,urls,0,,u,,r,,,,,,l,s,,r,u,l,,u,r,l,s,,,,,+,,,,,,Keep,rules
814,i+f+a+n,final,FALSE,,,ifan,0,,,i,,,,f,,a,n,,,f,i,n,,i,f,a,n,,,,,+,,,,,,Keep,final
815,u+d+a+l,adult,FALSE,,,udal,0,,u,,,,,d,,a,l,,,a,d,u,,u,d,a,l,,,,,+,,,,,,Keep,adult
816,i+e+c+t+s,tickets,FALSE,,,iects,0,,,i,e,c,,,,t,,s,,t,i,c,,i,e,c,t,s,,,,+,,,,,,Keep,tickets
817,i+g+h+t+n,thing,FALSE,,,ightn,1,,,i,,,g,h,,t,n,,,t,h,i,,i,g,h,t,n,,,,+,,,,,,Keep,thing
818,e+c+t+n,centre,FALSE,,,ectn,1,,,,e,c,,,,t,n,,,c,e,n,,e,c,t,n,,,,,+,,,,,,Keep,centre
819,u+i+r+m+q+t+n+s,requirements,FALSE,,,uirmqtns,0,,u,i,r,m,,,q,t,n,s,,r,e,q,,u,i,r,m,q,t,n,s,+,,,,,,Keep,requirements
820,i+v+a,via,FALSE,,,iva,0,,,i,,v,,,,a,,,,v,i,a,,i,v,a,,,,,,+,,,,,,Remove,FALSE
822,e+c+h+a,cheap,FALSE,,,echa,1,,,,e,c,,h,,a,,,,c,h,e,,e,c,h,a,,,,,+,,,,,,Keep,cheap
823,i+k+d+s,kids,FALSE,,,ikds,0,,,i,,k,,d,,,,s,,k,i,d,,i,k,d,s,,,,,+,,,,,,Remove,FALSE
825,i+e+c+f+a+n,finance,FALSE,,,iecfan,0,,,i,e,c,,f,,a,n,,,f,i,n,,i,e,c,f,a,n,,,+,,,,,,Keep,finance
826,u+r+t,true,FALSE,,,urt,0,,u,,r,,,,,t,,,,T,R,U,,u,r,t,,,,,,+,,,,,,Remove,FALSE
827,e+l+s,else,FALSE,,,els,3,,,,e,,,,,,l,s,,e,l,s,,e,l,s,,,,,,+,,,,,,Remove,FALSE
828,r+m+a,mark,FALSE,,,rma,2,,,,r,m,,,,a,,,,m,a,r,,r,m,a,,,,,,+,,,,,,Remove,FALSE
829,i+r+h+t,third,FALSE,,,irht,0,,,i,r,,,h,,t,,,,t,h,i,,i,r,h,t,,,,,+,,,,,,Keep,third
830,o+r+c,rock,FALSE,,,orc,0,,,o,r,c,,,,,,,,r,o,c,,o,r,c,,,,,,+,,,,,,Remove,FALSE
832,i+g+f+t+s,gifts,FALSE,,,igfts,0,,,i,,,g,f,,t,,s,,g,i,f,,i,g,f,t,s,,,,+,,,,,,Keep,gifts
833,u+o+e+p,europe,FALSE,,,uoep,0,,u,o,e,,,p,,,,,,e,u,r,,u,o,e,p,,,,,+,,,,,,Keep,europe
834,i+r+g+d+a+n,reading,FALSE,,,irgdan,0,,,i,r,,g,d,,a,n,,,r,e,a,,i,r,g,d,a,n,,,+,,,,,,Keep,reading
835,o+c+p+t+s,topics,FALSE,,,ocpts,0,,,o,,c,,p,,t,,s,,t,o,p,,o,c,p,t,s,,,,+,,,,,,Keep,topics
836,d+b+a,bad,FALSE,,,dba,0,,,,,,,d,b,a,,,,b,a,d,,d,b,a,,,,,,+,,,,,,Remove,FALSE
837,u+i+v+d+a+n,individual,FALSE,,,uivdan,0,,u,i,,v,,d,,a,n,,,i,n,d,,u,i,v,d,a,n,,,+,,,,,,Keep,individual
838,i+p+t+s,tips,FALSE,,,ipts,0,,,i,,,,p,,t,,s,,t,i,p,,i,p,t,s,,,,,+,,,,,,Remove,FALSE
839,u+p+l+s,plus,FALSE,,,upls,0,,u,,,,,p,,,l,s,,p,l,u,,u,p,l,s,,,,,+,,,,,,Remove,FALSE
840,u+o+a,auto,FALSE,,,uoa,0,,u,o,,,,,,a,,,,a,u,t,,u,o,a,,,,,,+,,,,,,Remove,FALSE
840,o+r+c,cover,FALSE,,,orc,1,,,o,r,c,,,,,,,,c,o,v,,o,r,c,,,,,,+,,,,,,Keep,cover
841,u+a+l+s,usually,FALSE,,,uals,0,,u,,,,,,,a,l,s,,u,s,u,,u,a,l,s,,,,,+,,,,,,Keep,usually
842,i+e+d+t,edit,FALSE,,,iedt,0,,,i,e,,,d,,t,,,,e,d,i,,i,e,d,t,,,,,+,,,,,,Remove,FALSE
843,o+r+g+h+t,together,FALSE,,,orght,0,,,o,r,,g,h,,t,,,,t,o,g,,o,r,g,h,t,,,,+,,,,,,Keep,together
844,i+e+v+d+s,videos,FALSE,,,ievds,0,,,i,e,v,,d,,,,s,,v,i,d,,i,e,v,d,s,,,,+,,,,,,Keep,videos
845,e+c+p+t+n,percent,FALSE,,,ecptn,0,,,,e,c,,p,,t,n,,,p,e,r,,e,c,p,t,n,,,,+,,,,,,Keep,percent
846,f+a+s,fast,FALSE,,,fas,0,,,,,,,f,,a,,s,,f,a,s,,f,a,s,,,,,,+,,,,,,Remove,FALSE
847,u+i+c+f+t+n,function,FALSE,,,uicftn,0,,u,i,,c,,f,,t,n,,,f,u,n,,u,i,c,f,t,n,,,+,,,,,,Keep,function
848,c+f+a,fact,FALSE,,,cfa,0,,,,,c,,f,,a,,,,f,a,c,,c,f,a,,,,,,+,,,,,,Remove,FALSE
850,u+i+t+n,unit,FALSE,,,uitn,1,,u,i,,,,,,t,n,,,u,n,i,,u,i,t,n,,,,,+,,,,,,Remove,FALSE
851,o+g+b+a+l,global,FALSE,,,ogbal,0,,,o,,,g,,b,a,l,,,g,l,o,,o,g,b,a,l,,,,+,,,,,,Keep,global
852,e+c+h+t,tech,FALSE,,,echt,0,,,,e,c,,h,,t,,,,t,e,c,,e,c,h,t,,,,,+,,,,,,Remove,FALSE
853,e+m+t,meet,FALSE,,,emt,2,,,,e,m,,,,t,,,,m,e,e,,e,m,t,,,,,,+,,,,,,Remove,FALSE
854,r+f+a,far,FALSE,,,rfa,1,,,,r,,,f,,a,,,,f,a,r,,r,f,a,,,,,,+,,,,,,Remove,FALSE
855,o+e+c+n,economic,FALSE,,,oecn,1,,,o,e,c,,,,,n,,,e,c,o,,o,e,c,n,,,,,+,,,,,,Keep,economic
856,e+n,en,FALSE,,,en,0,,,,e,,,,,,n,,,e,n,,,e,n,,,,,,,+,,,,,,Remove,FALSE
857,r+p+a+l+y,player,FALSE,,,rpaly,0,,,,r,,,p,,a,l,y,,p,l,a,,r,p,a,l,y,,,,+,,,,,,Keep,player
858,i+r+c+l+y,lyrics,FALSE,,,ircly,0,,,i,r,c,,,,,l,y,,l,y,r,,i,r,c,l,y,,,,+,,,,,,Keep,lyrics
859,o+e+f+t+n,often,FALSE,,,oeftn,0,,,o,e,,,f,,t,n,,,o,f,t,,o,e,f,t,n,,,,+,,,,,,Keep,often
860,u+i+r+c+b+s,subscribe,FALSE,,,uircbs,0,,u,i,r,c,,,b,,,s,,s,u,b,,u,i,r,c,b,s,,,+,,,,,,Keep,subscribe
862,u+i+m+b+t+s,submit,FALSE,,,uimbts,0,,u,i,,m,,,b,t,,s,,s,u,b,,u,i,m,b,t,s,,,+,,,,,,Keep,submit
863,e+m+g+a+n+y,germany,FALSE,,,emgany,0,,,,e,m,g,,,a,n,y,,g,e,r,,e,m,g,a,n,y,,,+,,,,,,Keep,germany
864,u+o+m+a+n,amount,FALSE,,,uoman,0,,u,o,,m,,,,a,n,,,a,m,o,,u,o,m,a,n,,,,+,,,,,,Keep,amount
865,c+w+h+a,watch,FALSE,,,cwha,0,,,,,c,w,h,,a,,,,w,a,t,,c,w,h,a,,,,,+,,,,,,Keep,watch
866,e+f+l,feel,FALSE,,,efl,0,,,,e,,,f,,,l,,,f,e,e,,e,f,l,,,,,,+,,,,,,Remove,FALSE
867,u+o+g+h+t,though,FALSE,,,uoght,0,,u,o,,,g,h,,t,,,,t,h,o,,u,o,g,h,t,,,,+,,,,,,Keep,though
868,k+b+a+n,bank,FALSE,,,kban,0,,,,,k,,,b,a,n,,,b,a,n,,k,b,a,n,,,,,+,,,,,,Remove,FALSE
869,i+r+k+s,risk,FALSE,,,irks,0,,,i,r,k,,,,,,s,,r,i,s,,i,r,k,s,,,,,+,,,,,,Remove,FALSE
870,k+h+t+n+s,thanks,FALSE,,,khtns,0,,,,,k,,h,,t,n,s,,t,h,a,,k,h,t,n,s,,,,+,,,,,,Keep,thanks
871,i+e+v+g+h+t+n+y,everything,FALSE,,,ievghtny,0,,,i,e,v,g,h,,t,n,y,,e,v,e,,i,e,v,g,h,t,n,y,+,,,,,,Keep,everything
873,e+d+a+l+s,deals,FALSE,,,edals,0,,,,e,,,d,,a,l,s,,d,e,a,,e,d,a,l,s,,,,+,,,,,,Keep,deals
874,u+i+r+v+a+s,various,FALSE,,,uirvas,0,,u,i,r,v,,,,a,,s,,v,a,r,,u,i,r,v,a,s,,,+,,,,,,Keep,various
875,u+i+x+l,linux,FALSE,,,uixl,0,,u,i,,,,,x,,l,,,l,i,n,,u,i,x,l,,,,,+,,,,,,Keep,linux
876,u+j,jul,FALSE,,,uj,0,,u,,,,,,,,j,,,j,u,l,,u,j,,,,,,,+,,,,,,Remove,FALSE
877,u+o+r+c+p+t+n,production,FALSE,,,uorcptn,0,,u,o,r,c,,p,,t,n,,,p,r,o,,u,o,r,c,p,t,n,,+,,,,,,Keep,production
878,o+r+c+a+l,commercial,FALSE,,,orcal,0,,,o,r,c,,,,a,l,,,c,o,m,,o,r,c,a,l,,,,+,,,,,,Keep,commercial
879,e+m+a+j+s,james,FALSE,,,emajs,0,,,,e,m,,,,a,j,s,,j,a,m,,e,m,a,j,s,,,,+,,,,,,Keep,james
880,i+e+w+h+t,weight,FALSE,,,iewht,1,,,i,e,,w,h,,t,,,,w,e,i,,i,e,w,h,t,,,,+,,,,,,Keep,weight
881,o+w+t+n,town,FALSE,,,owtn,0,,,o,,,w,,,t,n,,,t,o,w,,o,w,t,n,,,,,+,,,,,,Remove,FALSE
882,e+h+a,heart,FALSE,,,eha,1,,,,e,,,h,,a,,,,h,e,a,,e,h,a,,,,,,+,,,,,,Keep,heart
883,i+r+v+g+d+a+n+s,advertising,FALSE,,,irvgdans,0,,,i,r,v,g,d,,a,n,s,,a,d,v,,i,r,v,g,d,a,n,s,+,,,,,,Keep,advertising
884,i+r+c+d,received,FALSE,,,ircd,0,,,i,r,c,,d,,,,,,r,e,c,,i,r,c,d,,,,,+,,,,,,Keep,received
885,o+e+c+h+s,choose,FALSE,,,oechs,0,,,o,e,c,,h,,,,s,,c,h,o,,o,e,c,h,s,,,,+,,,,,,Keep,choose
886,r+m+t+n,treatment,FALSE,,,rmtn,0,,,,r,m,,,,t,n,,,t,r,e,,r,m,t,n,,,,,+,,,,,,Keep,treatment
887,e+w+t+n+s,newsletter,FALSE,,,ewtns,0,,,,e,,w,,,t,n,s,,n,e,w,,e,w,t,n,s,,,,+,,,,,,Keep,newsletter
888,i+r+c+h+a+s,archives,FALSE,,,irchas,0,,,i,r,c,,h,,a,,s,,a,r,c,,i,r,c,h,a,s,,,+,,,,,,Keep,archives
889,o+p+t+n+s,points,FALSE,,,optns,1,,,o,,,,p,,t,n,s,,p,o,i,,o,p,t,n,s,,,,+,,,,,,Keep,points
890,o+e+k+g+d+n,knowledge,FALSE,,,oekgdn,0,,,o,e,k,g,d,,,n,,,k,n,o,,o,e,k,g,d,n,,,+,,,,,,Keep,knowledge
891,i+e+m+g+a+n,magazine,FALSE,,,iemgan,0,,,i,e,m,g,,,a,n,,,m,a,g,,i,e,m,g,a,n,,,+,,,,,,Keep,magazine
892,o+e,error,FALSE,,,oe,0,,,o,e,,,,,,,,,e,r,r,,o,e,,,,,,,+,,,,,,Keep,error
893,r+c+a,camera,FALSE,,,rca,4,,,,r,c,,,,a,,,,c,a,m,,r,c,a,,,,,,+,,,,,,Keep,camera
895,u+j,jun,FALSE,,,uj,1,,u,,,,,,,,j,,,j,u,n,,u,j,,,,,,,+,,,,,,Remove,FALSE
896,i+r+g+l,girl,FALSE,,,irgl,0,,,i,r,,g,,,,l,,,g,i,r,,i,r,g,l,,,,,+,,,,,,Remove,FALSE
897,u+r+c+t+l+y,currently,FALSE,,,urctly,0,,u,,r,c,,,,t,l,y,,c,u,r,,u,r,c,t,l,y,,,+,,,,,,Keep,currently
898,u+o+r+c+t+n+s,construction,FALSE,,,uorctns,0,,u,o,r,c,,,,t,n,s,,c,o,n,,u,o,r,c,t,n,s,,+,,,,,,Keep,construction
899,o+t+y,toys,FALSE,,,oty,0,,,o,,,,,,t,,y,,t,o,y,,o,t,y,,,,,,+,,,,,,Remove,FALSE
900,i+r+g+d+t+s,registered,FALSE,,,irgdts,0,,,i,r,,g,d,,t,,s,,r,e,g,,i,r,g,d,t,s,,,+,,,,,,Keep,registered
901,e+c+a+l,clear,FALSE,,,ecal,0,,,,e,c,,,,a,l,,,c,l,e,,e,c,a,l,,,,,+,,,,,,Keep,clear
902,o+g+f+l,golf,FALSE,,,ogfl,1,,,o,,,g,f,,,l,,,g,o,l,,o,g,f,l,,,,,+,,,,,,Remove,FALSE
903,i+r+c,receive,FALSE,,,irc,0,,,i,r,c,,,,,,,,r,e,c,,i,r,c,,,,,,+,,,,,,Keep,receive
904,o+m+d+a+n,domain,FALSE,,,omdan,0,,,o,,m,,d,,a,n,,,d,o,m,,o,m,d,a,n,,,,+,,,,,,Keep,domain
905,o+e+m+d+t+s,methods,FALSE,,,oemdts,0,,,o,e,m,,d,,t,,s,,m,e,t,,o,e,m,d,t,s,,,+,,,,,,Keep,methods
906,r+c+h+a,chapter,FALSE,,,rcha,0,,,,r,c,,h,,a,,,,c,h,a,,r,c,h,a,,,,,+,,,,,,Keep,chapter
907,e+m+a+s,makes,FALSE,,,emas,1,,,,e,m,,,,a,,s,,m,a,k,,e,m,a,s,,,,,+,,,,,,Keep,makes
908,o+r+c+p+t+n,protection,FALSE,,,orcptn,0,,,o,r,c,,p,,t,n,,,p,r,o,,o,r,c,p,t,n,,,+,,,,,,Keep,protection
909,o+e+c+p+l+s,policies,FALSE,,,oecpls,0,,,o,e,c,,p,,,l,s,,p,o,l,,o,e,c,p,l,s,,,+,,,,,,Keep,policies
910,o+a+l,loan,FALSE,,,oal,0,,,o,,,,,,a,l,,,l,o,a,,o,a,l,,,,,,+,,,,,,Remove,FALSE
911,i+e+w+d,wide,FALSE,,,iewd,0,,,i,e,,w,d,,,,,,w,i,d,,i,e,w,d,,,,,+,,,,,,Remove,FALSE
912,u+e+b+a+y,beauty,FALSE,,,uebay,0,,u,,e,,,,b,a,,y,,b,e,a,,u,e,b,a,y,,,,+,,,,,,Keep,beauty
913,r+m+g+a+n,manager,FALSE,,,rmgan,1,,,,r,m,g,,,a,n,,,m,a,n,,r,m,g,a,n,,,,+,,,,,,Keep,manager
914,i+d+a+n,india,FALSE,,,idan,0,,,i,,,,d,,a,n,,,i,n,d,,i,d,a,n,,,,,+,,,,,,Keep,india
915,o+p+t+n+s,position,FALSE,,,optns,2,,,o,,,,p,,t,n,s,,p,o,s,,o,p,t,n,s,,,,+,,,,,,Keep,position
916,e+k+t+n,taken,FALSE,,,ektn,0,,,,e,k,,,,t,n,,,t,a,k,,e,k,t,n,,,,,+,,,,,,Keep,taken
918,o+r+t+s,sort,FALSE,,,orts,4,,,o,r,,,,,t,,s,,s,o,r,,o,r,t,s,,,,,+,,,,,,Remove,FALSE
920,i+g+t+l+s,listings,FALSE,,,igtls,1,,,i,,,g,,,t,l,s,,l,i,s,,i,g,t,l,s,,,,+,,,,,,Keep,listings
921,o+e+m+d+l+s,models,FALSE,,,oemdls,0,,,o,e,m,,d,,,l,s,,m,o,d,,o,e,m,d,l,s,,,+,,,,,,Keep,models
921,i+e+m+h+a+l,michael,FALSE,,,iemhal,0,,,i,e,m,,h,,a,l,,,m,i,c,,i,e,m,h,a,l,,,+,,,,,,Keep,michael
922,o+k+w+n,known,FALSE,,,okwn,1,,,o,,k,w,,,,n,,,k,n,o,,o,k,w,n,,,,,+,,,,,,Keep,known
923,h+a+l,half,FALSE,,,hal,0,,,,,,,h,,a,l,,,h,a,l,,h,a,l,,,,,,+,,,,,,Remove,FALSE
924,e+c+a+s,cases,FALSE,,,ecas,2,,,,e,c,,,,a,,s,,c,a,s,,e,c,a,s,,,,,+,,,,,,Keep,cases
925,e+p+t+s,step,FALSE,,,epts,0,,,,e,,,p,,t,,s,,s,t,e,,e,p,t,s,,,,,+,,,,,,Remove,FALSE
926,i+e+g+n,engineering,FALSE,,,iegn,0,,,i,e,,g,,,,n,,,e,n,g,,i,e,g,n,,,,,+,,,,,,Keep,engineering
927,o+r+f+a+l,florida,FALSE,,,orfal,0,,,o,r,,,f,,a,l,,,f,l,o,,o,r,f,a,l,,,,+,,,,,,Keep,florida
928,i+e+m+p+l+s,simple,FALSE,,,iempls,0,,,i,e,m,,p,,,l,s,,s,i,m,,i,e,m,p,l,s,,,+,,,,,,Keep,simple
929,u+i+k+q,quick,FALSE,,,uikq,0,,u,i,,k,,,q,,,,,q,u,i,,u,i,k,q,,,,,+,,,,,,Keep,quick
930,o+e+n,none,FALSE,,,oen,2,,,o,e,,,,,,n,,,n,o,n,,o,e,n,,,,,,+,,,,,,Remove,FALSE
931,i+r+w+l+s,wireless,FALSE,,,irwls,0,,,i,r,,w,,,,l,s,,w,i,r,,i,r,w,l,s,,,,+,,,,,,Keep,wireless
932,i+e+c+l+s,license,FALSE,,,iecls,0,,,i,e,c,,,,,l,s,,l,i,c,,i,e,c,l,s,,,,+,,,,,,Keep,license
933,u+p+a+l,paul,FALSE,,,upal,0,,u,,,,,p,,a,l,,,p,a,u,,u,p,a,l,,,,,+,,,,,,Remove,FALSE
934,i+r+f+a+y,friday,FALSE,,,irfay,0,,,i,r,,,f,,a,,y,,f,r,i,,i,r,f,a,y,,,,+,,,,,,Keep,friday
935,e+k+a+l,lake,FALSE,,,ekal,0,,,,e,k,,,,a,l,,,l,a,k,,e,k,a,l,,,,,+,,,,,,Remove,FALSE
936,o+e+w+h+l,whole,FALSE,,,oewhl,0,,,o,e,,w,h,,,l,,,w,h,o,,o,e,w,h,l,,,,+,,,,,,Keep,whole
937,u+a+n,annual,FALSE,,,uan,0,,u,,,,,,,a,n,,,a,n,n,,u,a,n,,,,,,+,,,,,,Keep,annual
938,u+i+e+p+b+l+s,published,FALSE,,,uiepbls,0,,u,i,e,,,p,b,,l,s,,p,u,b,,u,i,e,p,b,l,s,,+,,,,,,Keep,published
939,r+a+l,later,FALSE,,,ral,1,,,,r,,,,,a,l,,,l,a,t,,r,a,l,,,,,,+,,,,,,Keep,later
940,i+c+b+a+s,basic,FALSE,,,icbas,0,,,i,,c,,,b,a,,s,,b,a,s,,i,c,b,a,s,,,,+,,,,,,Keep,basic
941,o+n+s,sony,FALSE,,,ons,0,,,o,,,,,,,n,s,,s,o,n,,o,n,s,,,,,,+,,,,,,Remove,FALSE
942,o+r+c+p+a,corporate,FALSE,,,orcpa,1,,,o,r,c,,p,,a,,,,c,o,r,,o,r,c,p,a,,,,+,,,,,,Keep,corporate
943,o+e+g+l,google,FALSE,,,oegl,0,,,o,e,,g,,,,l,,,g,o,o,,o,e,g,l,,,,,+,,,,,,Keep,google
944,u+r+c+h,church,FALSE,,,urch,0,,u,,r,c,,h,,,,,,c,h,u,,u,r,c,h,,,,,+,,,,,,Keep,church
945,o+e+m+d+t,method,FALSE,,,oemdt,0,,,o,e,m,,d,,t,,,,m,e,t,,o,e,m,d,t,,,,+,,,,,,Keep,method
946,u+r+c+p+a+s,purchase,FALSE,,,urcpas,0,,u,,r,c,,p,,a,,s,,p,u,r,,u,r,c,p,a,s,,,+,,,,,,Keep,purchase
947,i+e+c+a,active,FALSE,,,ieca,0,,,i,e,c,,,,a,,,,a,c,t,,i,e,c,a,,,,,+,,,,,,Keep,active
948,o+r+p+n+s,response,FALSE,,,orpns,0,,,o,r,,,p,,,n,s,,r,e,s,,o,r,p,n,s,,,,+,,,,,,Keep,response
949,i+r+c+p+a,practice,FALSE,,,ircpa,0,,,i,r,c,,p,,a,,,,p,r,a,,i,r,c,p,a,,,,+,,,,,,Keep,practice
950,r+w+h+a,hardware,FALSE,,,rwha,0,,,,r,,w,h,,a,,,,h,a,r,,r,w,h,a,,,,,+,,,,,,Keep,hardware
951,u+i+r+g+f,figure,FALSE,,,uirgf,0,,u,i,r,,g,f,,,,,,f,i,g,,u,i,r,g,f,,,,+,,,,,,Keep,figure
952,i+r+m+a+l+s,materials,FALSE,,,irmals,1,,,i,r,m,,,,a,l,s,,m,a,t,,i,r,m,a,l,s,,,+,,,,,,Keep,materials
953,i+r+f,fire,FALSE,,,irf,0,,,i,r,,,f,,,,,,f,i,r,,i,r,f,,,,,,+,,,,,,Remove,FALSE
954,o+h+a+l+y,holiday,FALSE,,,ohaly,0,,,o,,,,h,,a,l,y,,h,o,l,,o,h,a,l,y,,,,+,,,,,,Keep,holiday
955,c+h+a,chat,FALSE,,,cha,0,,,,,c,,h,,a,,,,c,h,a,,c,h,a,,,,,,+,,,,,,Remove,FALSE
956,u+o+e+g+h+n,enough,FALSE,,,uoeghn,0,,u,o,e,,g,h,,,n,,,e,n,o,,u,o,e,g,h,n,,,+,,,,,,Keep,enough
